round,game_no,player_first,player_second,result
1585,15846,1,20,l
1585,15847,9,10,w
1585,15848,8,16,l
1585,15849,2,6,l
1585,15850,18,5,w
1586,15851,14,4,w
1586,15852,11,3,w
1586,15853,12,19,w
1586,15854,15,17,w
1586,15855,13,7,w
1586,15856,1,20,l
1586,15857,9,10,w
1586,15858,8,16,l
1586,15859,6,18,l
1586,15860,2,5,w
1587,15861,14,11,l
1587,15862,4,12,w
1587,15863,3,19,w
1587,15864,15,17,w
1587,15865,13,7,w
1587,15866,20,1,l
1587,15867,9,10,l
1587,15868,16,8,w
1587,15869,18,2,w
1587,15870,6,5,l
1588,15871,14,11,l
1588,15872,4,3,l
1588,15873,12,15,l
1588,15874,19,13,w
1588,15875,17,7,l
1588,15876,1,20,w
1588,15877,9,10,w
1588,15878,16,18,w
1588,15879,8,2,w
1588,15880,6,5,l
1589,15881,14,11,w
1589,15882,4,3,w
1589,15883,12,15,l
1589,15884,19,13,w
1589,15885,17,7,w
1589,15886,1,9,l
1589,15887,20,16,w
1589,15888,10,8,w
1589,15889,18,2,w
1589,15890,6,5,l
1590,15891,14,11,l
1590,15892,4,3,w
1590,15893,12,15,w
1590,15894,19,17,w
1590,15895,13,7,w
1590,15896,1,9,w
1590,15897,20,10,w
1590,15898,16,18,l
1590,15899,8,2,w
1590,15900,6,5,w
1591,15901,14,11,w
1591,15902,4,3,l
1591,15903,12,19,l
1591,15904,15,13,l
1591,15905,17,1,w
1591,15906,7,20,w
1591,15907,9,10,w
1591,15908,16,18,l
1591,15909,8,6,l
1591,15910,2,5,w
1592,15911,14,11,w
1592,15912,4,3,w
1592,15913,19,12,l
1592,15914,15,13,w
1592,15915,17,7,w
1592,15916,1,9,w
1592,15917,20,18,w
1592,15918,10,16,l
1592,15919,8,6,l
1592,15920,2,5,w
1593,15921,14,4,w
1593,15922,11,3,w
1593,15923,12,19,w
1593,15924,15,17,l
1593,15925,13,1,l
1593,15926,7,20,l
1593,15927,9,16,w
1593,15928,18,10,w
1593,15929,6,8,w
1593,15930,2,5,w
1594,15931,14,11,w
1594,15932,4,12,w
1594,15933,3,19,w
1594,15934,15,17,w
1594,15935,13,1,w
1594,15936,20,7,l
1594,15937,9,18,w
1594,15938,16,6,w
1594,15939,10,2,w
1594,15940,8,5,w
1595,15941,14,4,l
1595,15942,11,3,w
1595,15943,12,15,l
1595,15944,19,17,w
1595,15945,13,1,l
1595,15946,7,9,w
1595,15947,20,16,w
1595,15948,18,10,l
1595,15949,6,8,l
1595,15950,2,5,w
1596,15951,14,4,w
1596,15952,11,3,w
1596,15953,12,15,w
1596,15954,19,17,w
1596,15955,13,1,w
1596,15956,7,20,w
1596,15957,9,10,w
1596,15958,16,18,l
1596,15959,8,2,w
1596,15960,6,5,w
1597,15961,14,11,l
1597,15962,4,12,l
1597,15963,19,3,w
1597,15964,15,13,w
1597,15965,17,7,w
1597,15966,1,9,w
1597,15967,20,18,l
1597,15968,8,10,w
1597,15969,16,6,w
1597,15970,2,5,w
1598,15971,14,11,l
1598,15972,4,12,l
1598,15973,19,15,w
1598,15974,3,17,w
1598,15975,13,1,l
1598,15976,7,9,w
1598,15977,20,18,w
1598,15978,8,16,w
1598,15979,10,2,w
1598,15980,6,5,w
1599,15981,14,11,l
1599,15982,4,12,l
1599,15983,19,3,w
1599,15984,15,17,l
1599,15985,13,1,l
1599,15986,7,20,w
1599,15987,9,8,w
1599,15988,18,10,w
1599,15989,16,6,l
1599,15990,2,5,w
1600,15991,14,11,w
1600,15992,4,12,l
1600,15993,19,3,w
1600,15994,15,17,l
1600,15995,1,7,l
1600,15996,13,9,l
1600,15997,20,18,w
1600,15998,8,6,w
1600,15999,10,16,w
1600,16000,2,5,w
1601,16001,14,11,l
1601,16002,4,12,w
1601,16003,19,3,l
1601,16004,15,17,w
1601,16005,7,1,l
1601,16006,13,9,w
1601,16007,20,8,l
1601,16008,18,10,w
1601,16009,2,6,l
1601,16010,16,5,l
1602,16011,14,11,l
1602,16012,4,12,w
1602,16013,19,3,l
1602,16014,15,17,l
1602,16015,1,7,l
1602,16016,13,9,l
1602,16017,20,8,w
1602,16018,18,6,l
1602,16019,10,2,l
1602,16020,16,5,l
1603,16021,14,11,w
1603,16022,4,12,l
1603,16023,19,3,w
1603,16024,15,17,w
1603,16025,7,1,w
1603,16026,13,9,w
1603,16027,20,8,w
1603,16028,18,6,w
1603,16029,2,10,w
1603,16030,16,5,w
1604,16031,14,11,w
1604,16032,4,12,w
1604,16033,19,3,w
1604,16034,15,17,w
1604,16035,7,13,w
1604,16036,1,20,l
1604,16037,9,18,l
1604,16038,8,2,w
1604,16039,6,10,l
1604,16040,16,5,w
1605,16041,14,11,l
1605,16042,4,19,l
1605,16043,12,15,w
1605,16044,3,7,w
1605,16045,17,13,l
1605,16046,20,1,l
1605,16047,9,18,w
1605,16048,8,2,w
1605,16049,6,10,l
1605,16050,16,5,w
1606,16051,14,11,w
1606,16052,4,19,w
1606,16053,12,3,l
1606,16054,15,7,l
1606,16055,17,13,w
1606,16056,1,20,w
1606,16057,9,8,w
1606,16058,18,10,w
1606,16059,16,2,w
1606,16060,6,5,l
1607,16061,14,11,w
1607,16062,4,19,l
1607,16063,12,3,l
1607,16064,15,7,w
1607,16065,17,1,l
1607,16066,13,9,l
1607,16067,20,18,l
1607,16068,8,16,l
1607,16069,10,2,w
1607,16070,6,5,l
1608,16071,14,11,l
1608,16072,4,19,l
1608,16073,12,3,l
1608,16074,15,7,l
1608,16075,17,1,l
1608,16076,9,13,w
1608,16077,20,18,w
1608,16078,8,16,w
1608,16079,10,2,l
1608,16080,6,5,l
1609,16081,14,11,l
1609,16082,4,19,l
1609,16083,3,12,l
1609,16084,15,7,l
1609,16085,1,17,l
1609,16086,9,13,l
1609,16087,20,18,l
1609,16088,8,16,l
1609,16089,10,2,l
1609,16090,6,5,l
1610,16091,14,11,l
1610,16092,4,19,w
1610,16093,12,3,w
1610,16094,15,7,l
1610,16095,17,1,w
1610,16096,9,13,l
1610,16097,20,18,w
1610,16098,8,16,w
1610,16099,2,10,l
1610,16100,6,5,w
1611,16101,14,11,w
1611,16102,4,19,w
1611,16103,12,3,w
1611,16104,7,15,w
1611,16105,17,1,w
1611,16106,13,9,l
1611,16107,20,18,w
1611,16108,8,16,w
1611,16109,10,2,w
1611,16110,6,5,w
1612,16111,14,11,w
1612,16112,4,19,l
1612,16113,12,3,l
1612,16114,7,15,w
1612,16115,17,1,w
1612,16116,9,13,l
1612,16117,20,8,w
1612,16118,18,10,l
1612,16119,16,2,w
1612,16120,6,5,w
1613,16121,14,11,l
1613,16122,4,19,l
1613,16123,12,3,l
1613,16124,7,17,l
1613,16125,15,13,l
1613,16126,20,1,l
1613,16127,9,8,l
1613,16128,18,10,w
1613,16129,16,6,l
1613,16130,2,5,w
1614,16131,14,11,l
1614,16132,4,19,l
1614,16133,12,3,l
1614,16134,7,17,l
1614,16135,15,13,w
1614,16136,1,20,w
1614,16137,9,8,w
1614,16138,18,10,l
1614,16139,16,6,w
1614,16140,2,5,l
1615,16141,14,11,l
1615,16142,4,19,w
1615,16143,3,12,w
1615,16144,17,7,w
1615,16145,15,1,l
1615,16146,13,9,l
1615,16147,20,8,w
1615,16148,18,10,w
1615,16149,16,6,l
1615,16150,2,5,w
1616,16151,14,11,w
1616,16152,4,19,w
1616,16153,3,12,w
1616,16154,17,7,w
1616,16155,15,1,l
1616,16156,9,13,l
1616,16157,20,18,l
1616,16158,8,10,l
1616,16159,16,6,l
1616,16160,2,5,w
1617,16161,14,11,l
1617,16162,4,19,l
1617,16163,3,12,l
1617,16164,17,7,l
1617,16165,1,15,w
1617,16166,13,9,l
1617,16167,20,18,w
1617,16168,8,10,w
1617,16169,6,16,w
1617,16170,2,5,w
1618,16171,14,11,w
1618,16172,4,19,w
1618,16173,3,12,w
1618,16174,17,7,w
1618,16175,1,15,w
1618,16176,9,13,l
1618,16177,20,18,w
1618,16178,8,6,w
1618,16179,10,2,l
1618,16180,16,5,w
1619,16181,14,11,l
1619,16182,4,19,l
1619,16183,3,12,w
1619,16184,17,1,l
1619,16185,7,13,w
1619,16186,15,20,w
1619,16187,9,8,w
1619,16188,18,2,l
1619,16189,6,10,w
1619,16190,16,5,w
1620,16191,14,11,w
1620,16192,4,19,w
1620,16193,3,12,l
1620,16194,17,1,l
1620,16195,7,15,w
1620,16196,9,13,w
1620,16197,20,8,w
1620,16198,18,2,l
1620,16199,6,16,l
1620,16200,10,5,w
1621,16201,14,11,l
1621,16202,4,19,w
1621,16203,3,12,l
1621,16204,17,1,w
1621,16205,7,9,w
1621,16206,15,20,w
1621,16207,13,2,l
1621,16208,8,16,w
1621,16209,18,6,l
1621,16210,10,5,w
1622,16211,14,11,w
1622,16212,4,19,l
1622,16213,3,12,l
1622,16214,17,7,l
1622,16215,1,15,l
1622,16216,9,20,l
1622,16217,13,2,w
1622,16218,8,6,w
1622,16219,10,16,w
1622,16220,18,5,w
1623,16221,14,11,l
1623,16222,4,19,w
1623,16223,3,12,l
1623,16224,7,17,w
1623,16225,1,15,w
1623,16226,20,9,l
1623,16227,13,8,w
1623,16228,2,10,w
1623,16229,18,6,l
1623,16230,16,5,w
1624,16231,14,11,w
1624,16232,4,19,l
1624,16233,12,3,w
1624,16234,7,17,w
1624,16235,1,15,w
1624,16236,9,13,w
1624,16237,20,2,w
1624,16238,8,6,w
1624,16239,10,16,w
1624,16240,18,5,w
1625,16241,14,11,w
1625,16242,4,19,w
1625,16243,12,3,l
1625,16244,7,1,w
1625,16245,17,9,w
1625,16246,15,20,l
1625,16247,13,8,w
1625,16248,2,10,l
1625,16249,18,6,l
1625,16250,16,5,l
1626,16251,14,11,w
1626,16252,4,19,w
1626,16253,12,3,l
1626,16254,7,17,l
1626,16255,1,20,l
1626,16256,9,13,l
1626,16257,15,8,l
1626,16258,10,2,l
1626,16259,6,18,l
1626,16260,16,5,w
1627,16261,14,11,w
1627,16262,4,19,w
1627,16263,3,12,w
1627,16264,7,17,w
1627,16265,1,20,w
1627,16266,13,9,l
1627,16267,15,8,l
1627,16268,2,10,l
1627,16269,18,6,l
1627,16270,16,5,l
1628,16271,14,11,l
1628,16272,4,19,l
1628,16273,3,7,w
1628,16274,12,17,l
1628,16275,1,20,w
1628,16276,9,13,l
1628,16277,15,8,w
1628,16278,10,2,l
1628,16279,6,18,w
1628,16280,16,5,w
1629,16281,14,11,w
1629,16282,4,19,l
1629,16283,3,7,w
1629,16284,12,17,w
1629,16285,1,13,l
1629,16286,20,9,w
1629,16287,15,8,w
1629,16288,2,6,w
1629,16289,10,16,w
1629,16290,18,5,w
1630,16291,14,11,w
1630,16292,4,19,l
1630,16293,3,12,l
1630,16294,7,17,l
1630,16295,1,13,w
1630,16296,20,15,l
1630,16297,9,2,w
1630,16298,8,10,w
1630,16299,6,18,l
1630,16300,16,5,w
1631,16301,14,11,l
1631,16302,4,19,w
1631,16303,3,12,w
1631,16304,7,17,w
1631,16305,1,13,l
1631,16306,15,20,w
1631,16307,9,8,l
1631,16308,2,10,l
1631,16309,18,6,l
1631,16310,16,5,l
1632,16311,14,11,w
1632,16312,4,19,w
1632,16313,3,12,w
1632,16314,7,17,l
1632,16315,1,13,w
1632,16316,15,20,w
1632,16317,9,8,w
1632,16318,10,2,w
1632,16319,6,18,w
1632,16320,16,5,w
1633,16321,14,11,w
1633,16322,4,3,l
1633,16323,19,12,l
1633,16324,7,17,w
1633,16325,1,15,w
1633,16326,13,9,l
1633,16327,20,8,l
1633,16328,10,6,w
1633,16329,2,16,w
1633,16330,18,5,w
1634,16331,14,11,w
1634,16332,4,3,l
1634,16333,19,12,l
1634,16334,7,1,l
1634,16335,17,15,l
1634,16336,9,13,w
1634,16337,20,8,w
1634,16338,10,2,w
1634,16339,6,18,l
1634,16340,16,5,w
1635,16341,14,11,w
1635,16342,4,3,l
1635,16343,19,12,w
1635,16344,1,7,w
1635,16345,17,15,w
1635,16346,9,13,l
1635,16347,20,10,w
1635,16348,8,18,l
1635,16349,2,6,l
1635,16350,16,5,l
1636,16351,14,11,w
1636,16352,4,3,w
1636,16353,19,12,w
1636,16354,1,7,l
1636,16355,17,15,l
1636,16356,9,13,w
1636,16357,20,10,w
1636,16358,8,18,l
1636,16359,6,2,w
1636,16360,16,5,l
1637,16361,14,11,l
1637,16362,4,3,l
1637,16363,19,12,l
1637,16364,1,7,w
1637,16365,17,15,w
1637,16366,9,20,l
1637,16367,13,10,w
1637,16368,18,6,w
1637,16369,8,2,w
1637,16370,16,5,w
1638,16371,14,11,w
1638,16372,4,3,w
1638,16373,19,12,l
1638,16374,1,7,l
1638,16375,17,15,w
1638,16376,20,9,w
1638,16377,13,18,w
1638,16378,8,10,w
1638,16379,6,16,l
1638,16380,2,5,l
1639,16381,14,11,w
1639,16382,4,3,l
1639,16383,19,12,l
1639,16384,1,7,w
1639,16385,17,20,w
1639,16386,13,15,l
1639,16387,9,8,l
1639,16388,18,10,w
1639,16389,6,16,w
1639,16390,2,5,w
1640,16391,14,11,l
1640,16392,4,3,w
1640,16393,12,19,w
1640,16394,1,17,l
1640,16395,7,15,l
1640,16396,20,13,l
1640,16397,9,8,w
1640,16398,18,6,w
1640,16399,10,16,w
1640,16400,2,5,w
1641,16401,14,11,l
1641,16402,4,3,l
1641,16403,12,19,w
1641,16404,17,1,w
1641,16405,7,15,l
1641,16406,13,20,w
1641,16407,9,18,w
1641,16408,8,10,l
1641,16409,6,2,w
1641,16410,16,5,l
1642,16411,14,11,w
1642,16412,4,3,l
1642,16413,12,17,l
1642,16414,19,1,w
1642,16415,7,15,l
1642,16416,13,9,w
1642,16417,20,18,l
1642,16418,8,10,w
1642,16419,6,2,l
1642,16420,16,5,w
1643,16421,14,11,w
1643,16422,4,3,w
1643,16423,12,17,l
1643,16424,19,1,w
1643,16425,7,15,l
1643,16426,13,9,l
1643,16427,20,18,w
1643,16428,8,10,w
1643,16429,6,2,w
1643,16430,16,5,l
1644,16431,14,11,w
1644,16432,4,3,w
1644,16433,12,17,w
1644,16434,19,1,w
1644,16435,15,7,w
1644,16436,13,9,l
1644,16437,20,8,w
1644,16438,18,6,w
1644,16439,10,2,l
1644,16440,16,5,w
1645,16441,14,4,w
1645,16442,11,3,w
1645,16443,12,19,l
1645,16444,17,15,w
1645,16445,1,7,w
1645,16446,9,13,l
1645,16447,20,18,l
1645,16448,8,6,w
1645,16449,10,2,l
1645,16450,16,5,w
1646,16451,14,11,l
1646,16452,4,3,l
1646,16453,19,12,w
1646,16454,17,1,l
1646,16455,15,7,w
1646,16456,13,9,w
1646,16457,20,18,w
1646,16458,8,2,w
1646,16459,6,10,w
1646,16460,16,5,w
1647,16461,14,11,w
1647,16462,4,3,l
1647,16463,19,12,w
1647,16464,17,1,l
1647,16465,15,13,w
1647,16466,7,20,l
1647,16467,9,8,w
1647,16468,18,6,l
1647,16469,16,2,l
1647,16470,10,5,w
1648,16471,14,11,l
1648,16472,4,3,l
1648,16473,19,12,l
1648,16474,17,1,l
1648,16475,15,13,w
1648,16476,20,7,w
1648,16477,9,8,l
1648,16478,18,6,l
1648,16479,2,10,w
1648,16480,16,5,w
1649,16481,14,11,l
1649,16482,4,3,l
1649,16483,19,12,w
1649,16484,17,1,w
1649,16485,15,20,l
1649,16486,13,7,l
1649,16487,9,8,w
1649,16488,18,6,w
1649,16489,2,16,w
1649,16490,10,5,w
1650,16491,14,11,l
1650,16492,4,3,l
1650,16493,19,12,w
1650,16494,17,1,l
1650,16495,15,20,w
1650,16496,7,9,w
1650,16497,13,8,w
1650,16498,18,2,w
1650,16499,6,10,w
1650,16500,16,5,w
1651,16501,14,11,w
1651,16502,3,4,l
1651,16503,19,12,l
1651,16504,17,1,w
1651,16505,15,20,l
1651,16506,7,13,w
1651,16507,9,18,w
1651,16508,8,6,w
1651,16509,2,16,w
1651,16510,10,5,l
1652,16511,14,11,l
1652,16512,4,3,w
1652,16513,19,12,l
1652,16514,17,1,l
1652,16515,15,20,l
1652,16516,7,9,l
1652,16517,13,8,w
1652,16518,18,2,l
1652,16519,6,16,l
1652,16520,10,5,w
1653,16521,14,11,w
1653,16522,4,3,l
1653,16523,19,12,l
1653,16524,17,1,w
1653,16525,15,20,w
1653,16526,7,9,w
1653,16527,13,8,l
1653,16528,18,2,l
1653,16529,6,16,w
1653,16530,10,5,w
1654,16531,14,11,l
1654,16532,4,3,w
1654,16533,19,12,l
1654,16534,17,1,w
1654,16535,15,20,w
1654,16536,7,9,l
1654,16537,13,8,w
1654,16538,2,18,l
1654,16539,6,10,l
1654,16540,16,5,w
1655,16541,14,11,l
1655,16542,4,3,l
1655,16543,12,19,l
1655,16544,17,15,l
1655,16545,1,20,w
1655,16546,7,9,l
1655,16547,13,8,w
1655,16548,18,2,w
1655,16549,6,10,l
1655,16550,16,5,w
1656,16551,14,11,l
1656,16552,4,3,l
1656,16553,19,12,l
1656,16554,17,15,l
1656,16555,1,9,w
1656,16556,13,20,l
1656,16557,7,18,w
1656,16558,8,2,w
1656,16559,10,16,l
1656,16560,6,5,l
1657,16561,14,11,w
1657,16562,3,4,l
1657,16563,12,19,w
1657,16564,15,17,l
1657,16565,1,20,w
1657,16566,7,9,w
1657,16567,13,8,w
1657,16568,18,16,w
1657,16569,2,10,w
1657,16570,6,5,w
1658,16571,14,11,w
1658,16572,4,3,w
1658,16573,12,19,l
1658,16574,17,1,l
1658,16575,15,7,l
1658,16576,13,20,w
1658,16577,9,18,w
1658,16578,8,2,w
1658,16579,16,6,l
1658,16580,10,5,l
1659,16581,14,11,l
1659,16582,4,3,l
1659,16583,12,19,w
1659,16584,1,17,w
1659,16585,15,7,w
1659,16586,13,9,w
1659,16587,20,8,l
1659,16588,18,2,l
1659,16589,6,16,l
1659,16590,10,5,w
1660,16591,14,11,w
1660,16592,4,3,l
1660,16593,12,19,l
1660,16594,1,15,l
1660,16595,17,13,l
1660,16596,7,9,w
1660,16597,20,8,w
1660,16598,18,2,w
1660,16599,16,6,w
1660,16600,10,5,l
1661,16601,14,11,w
1661,16602,3,4,w
1661,16603,12,19,l
1661,16604,1,15,w
1661,16605,17,13,w
1661,16606,7,20,l
1661,16607,9,8,w
1661,16608,18,16,l
1661,16609,2,6,w
1661,16610,10,5,w
1662,16611,14,11,w
1662,16612,3,4,l
1662,16613,19,12,w
1662,16614,1,15,l
1662,16615,17,13,l
1662,16616,7,20,l
1662,16617,9,8,l
1662,16618,16,18,w
1662,16619,2,10,w
1662,16620,6,5,w
1663,16621,14,11,w
1663,16622,3,4,w
1663,16623,19,12,w
1663,16624,1,15,l
1663,16625,17,13,w
1663,16626,20,7,l
1663,16627,9,8,w
1663,16628,16,2,l
1663,16629,18,6,l
1663,16630,10,5,w
1664,16631,14,11,l
1664,16632,3,4,w
1664,16633,19,12,w
1664,16634,15,1,w
1664,16635,17,13,w
1664,16636,7,20,w
1664,16637,9,2,l
1664,16638,8,16,l
1664,16639,18,6,l
1664,16640,10,5,w
1665,16641,14,11,w
1665,16642,3,4,l
1665,16643,19,15,w
1665,16644,12,17,l
1665,16645,1,7,l
1665,16646,13,20,w
1665,16647,9,2,w
1665,16648,16,8,l
1665,16649,6,10,w
1665,16650,18,5,l
1666,16651,14,11,w
1666,16652,3,4,w
1666,16653,19,15,w
1666,16654,17,12,l
1666,16655,1,7,l
1666,16656,13,9,l
1666,16657,20,2,w
1666,16658,8,16,w
1666,16659,6,10,w
1666,16660,18,5,w
1667,16661,14,11,l
1667,16662,3,4,w
1667,16663,19,12,l
1667,16664,15,17,l
1667,16665,1,7,w
1667,16666,13,9,w
1667,16667,20,8,w
1667,16668,2,6,l
1667,16669,16,18,l
1667,16670,10,5,w
1668,16671,14,11,w
1668,16672,3,4,w
1668,16673,19,12,l
1668,16674,17,15,l
1668,16675,1,7,w
1668,16676,13,20,w
1668,16677,9,6,l
1668,16678,8,2,w
1668,16679,16,18,w
1668,16680,10,5,w
1669,16681,14,11,l
1669,16682,3,4,l
1669,16683,19,12,l
1669,16684,15,17,w
1669,16685,1,13,w
1669,16686,7,20,w
1669,16687,9,6,w
1669,16688,8,16,l
1669,16689,2,10,w
1669,16690,18,5,w
1670,16691,14,11,w
1670,16692,3,4,w
1670,16693,19,12,l
1670,16694,15,1,l
1670,16695,17,7,l
1670,16696,13,9,w
1670,16697,20,6,w
1670,16698,8,16,l
1670,16699,2,18,l
1670,16700,10,5,w
1671,16701,14,11,w
1671,16702,3,4,l
1671,16703,19,12,l
1671,16704,1,15,w
1671,16705,17,7,w
1671,16706,13,20,l
1671,16707,9,16,w
1671,16708,6,8,l
1671,16709,18,2,w
1671,16710,10,5,w
1672,16711,14,11,l
1672,16712,3,4,w
1672,16713,12,19,w
1672,16714,1,15,l
1672,16715,17,7,l
1672,16716,13,20,l
1672,16717,9,8,w
1672,16718,16,18,l
1672,16719,6,10,w
1672,16720,2,5,l
1673,16721,14,11,w
1673,16722,3,4,l
1673,16723,12,19,l
1673,16724,1,15,w
1673,16725,17,7,l
1673,16726,13,20,l
1673,16727,9,18,w
1673,16728,6,8,l
1673,16729,16,10,w
1673,16730,2,5,w
1674,16731,14,11,l
1674,16732,3,4,l
1674,16733,12,19,w
1674,16734,1,15,l
1674,16735,17,7,l
1674,16736,20,9,w
1674,16737,13,8,w
1674,16738,16,18,w
1674,16739,6,2,l
1674,16740,10,5,w
1675,16741,14,11,w
1675,16742,3,4,l
1675,16743,12,19,w
1675,16744,1,15,w
1675,16745,7,17,l
1675,16746,20,13,l
1675,16747,9,16,w
1675,16748,8,18,w
1675,16749,2,6,l
1675,16750,10,5,l
1676,16751,14,11,w
1676,16752,3,4,l
1676,16753,12,19,l
1676,16754,1,15,l
1676,16755,17,7,w
1676,16756,13,20,l
1676,16757,9,8,l
1676,16758,16,6,l
1676,16759,18,2,w
1676,16760,10,5,w
1677,16761,14,11,w
1677,16762,3,4,l
1677,16763,12,19,w
1677,16764,1,15,l
1677,16765,17,7,w
1677,16766,20,13,l
1677,16767,9,8,l
1677,16768,6,16,l
1677,16769,18,10,w
1677,16770,2,5,l
1678,16771,14,11,w
1678,16772,4,3,w
1678,16773,12,19,l
1678,16774,15,1,w
1678,16775,17,7,w
1678,16776,13,20,w
1678,16777,9,8,l
1678,16778,16,18,w
1678,16779,6,10,l
1678,16780,2,5,w
1679,16781,14,4,l
1679,16782,11,3,w
1679,16783,12,19,l
1679,16784,15,17,w
1679,16785,1,13,l
1679,16786,7,20,l
1679,16787,9,8,w
1679,16788,16,18,l
1679,16789,6,10,w
1679,16790,2,5,w
1680,16791,14,4,l
1680,16792,11,3,l
1680,16793,12,19,w
1680,16794,15,17,l
1680,16795,1,13,w
1680,16796,20,7,w
1680,16797,9,8,w
1680,16798,16,18,l
1680,16799,6,2,l
1680,16800,10,5,w
1681,16801,14,4,w
1681,16802,11,3,l
1681,16803,12,19,w
1681,16804,15,17,l
1681,16805,1,13,l
1681,16806,20,7,w
1681,16807,9,8,w
1681,16808,18,16,l
1681,16809,2,6,l
1681,16810,10,5,l
1682,16811,14,4,w
1682,16812,11,3,l
1682,16813,12,19,l
1682,16814,15,17,w
1682,16815,1,13,w
1682,16816,20,9,w
1682,16817,7,8,w
1682,16818,16,18,l
1682,16819,6,2,l
1682,16820,10,5,l
1683,16821,14,4,w
1683,16822,3,11,l
1683,16823,12,19,w
1683,16824,15,17,w
1683,16825,1,20,w
1683,16826,13,7,l
1683,16827,9,18,l
1683,16828,8,16,w
1683,16829,2,6,l
1683,16830,10,5,l
1684,16831,14,4,l
1684,16832,11,3,l
1684,16833,12,15,l
1684,16834,19,1,w
1684,16835,17,20,l
1684,16836,13,7,w
1684,16837,9,18,w
1684,16838,8,6,w
1684,16839,16,2,l
1684,16840,10,5,w
1685,16841,14,4,w
1685,16842,3,11,l
1685,16843,12,15,l
1685,16844,19,1,w
1685,16845,17,20,w
1685,16846,13,7,w
1685,16847,9,8,w
1685,16848,18,2,w
1685,16849,6,16,l
1685,16850,10,5,w
1686,16851,14,4,w
1686,16852,11,3,l
1686,16853,12,15,w
1686,16854,19,17,l
1686,16855,1,13,l
1686,16856,20,9,w
1686,16857,7,18,w
1686,16858,8,16,l
1686,16859,2,6,w
1686,16860,10,5,w
1687,16861,14,3,w
1687,16862,4,11,l
1687,16863,12,15,w
1687,16864,19,17,w
1687,16865,1,13,w
1687,16866,20,7,l
1687,16867,9,18,w
1687,16868,8,16,l
1687,16869,2,10,w
1687,16870,6,5,w
1688,16871,14,11,w
1688,16872,3,4,l
1688,16873,12,19,l
1688,16874,15,17,w
1688,16875,1,13,l
1688,16876,20,7,l
1688,16877,9,16,l
1688,16878,18,2,w
1688,16879,8,6,w
1688,16880,10,5,w
1689,16881,14,4,l
1689,16882,11,3,l
1689,16883,12,19,w
1689,16884,15,17,l
1689,16885,1,13,l
1689,16886,20,7,w
1689,16887,9,16,w
1689,16888,18,8,w
1689,16889,2,10,w
1689,16890,6,5,w
1690,16891,14,4,l
1690,16892,3,11,w
1690,16893,12,19,w
1690,16894,15,17,w
1690,16895,13,1,w
1690,16896,20,7,l
1690,16897,9,18,l
1690,16898,16,2,l
1690,16899,8,6,w
1690,16900,10,5,w
1691,16901,14,4,l
1691,16902,3,11,w
1691,16903,12,15,l
1691,16904,19,13,w
1691,16905,17,1,l
1691,16906,20,7,w
1691,16907,9,18,w
1691,16908,2,8,l
1691,16909,16,10,w
1691,16910,6,5,w
1692,16911,14,4,w
1692,16912,3,11,l
1692,16913,12,15,l
1692,16914,19,13,l
1692,16915,17,1,l
1692,16916,20,7,l
1692,16917,9,18,w
1692,16918,8,16,w
1692,16919,2,6,l
1692,16920,10,5,w
1693,16921,14,4,w
1693,16922,3,11,l
1693,16923,12,15,l
1693,16924,19,13,w
1693,16925,1,17,l
1693,16926,20,7,w
1693,16927,9,8,w
1693,16928,18,16,w
1693,16929,2,6,w
1693,16930,10,5,w
1694,16931,14,4,w
1694,16932,3,11,w
1694,16933,15,12,w
1694,16934,19,13,w
1694,16935,17,1,l
1694,16936,20,9,w
1694,16937,7,18,w
1694,16938,8,2,w
1694,16939,10,16,w
1694,16940,6,5,w
1695,16941,14,3,l
1695,16942,4,11,l
1695,16943,15,19,l
1695,16944,12,1,w
1695,16945,13,17,l
1695,16946,20,7,w
1695,16947,9,8,w
1695,16948,18,10,l
1695,16949,2,6,l
1695,16950,16,5,w
1696,16951,14,3,l
1696,16952,4,11,l
1696,16953,15,19,w
1696,16954,12,17,w
1696,16955,20,1,w
1696,16956,13,9,l
1696,16957,7,8,l
1696,16958,10,18,w
1696,16959,6,16,l
1696,16960,2,5,w
1697,16961,14,3,w
1697,16962,11,4,w
1697,16963,15,12,l
1697,16964,19,20,w
1697,16965,17,1,w
1697,16966,9,13,l
1697,16967,7,8,w
1697,16968,10,16,w
1697,16969,18,2,l
1697,16970,6,5,w
1698,16971,14,3,w
1698,16972,11,4,l
1698,16973,12,15,l
1698,16974,19,17,l
1698,16975,20,13,w
1698,16976,1,9,w
1698,16977,7,10,w
1698,16978,8,2,w
1698,16979,6,16,w
1698,16980,18,5,w
1699,16981,14,3,w
1699,16982,11,4,l
1699,16983,15,12,l
1699,16984,19,17,l
1699,16985,20,1,w
1699,16986,13,7,w
1699,16987,9,8,w
1699,16988,10,6,l
1699,16989,18,2,l
1699,16990,16,5,w
1700,16991,14,3,w
1700,16992,4,11,w
1700,16993,12,15,l
1700,16994,19,17,w
1700,16995,20,13,l
1700,16996,1,9,l
1700,16997,7,6,w
1700,16998,8,10,l
1700,16999,2,16,w
1700,17000,18,5,w
1701,17001,14,4,l
1701,17002,3,11,w
1701,17003,15,12,w
1701,17004,19,17,l
1701,17005,20,13,l
1701,17006,9,1,l
1701,17007,7,10,w
1701,17008,2,6,l
1701,17009,8,18,w
1701,17010,16,5,w
